y_m,alpha_deg,beta_deg,mach_nd,deflection_deg,delta_cn_sec_nd,delta_cm_sec_nd,delta_cc_sec_nd
-3.27,3.0,5.0,0.72,-10.0,-0.524515,0.216146,-0.013726
-3.27,3.0,5.0,0.72,0.0,0.0,-0.0,0.0
-3.27,3.0,5.0,0.72,10.0,0.524515,-0.216146,0.013726
-3.27,3.0,5.0,0.72,20.0,1.049031,-0.432293,0.027451
-3.27,3.0,5.0,0.8,-20.0,-1.213333,0.5,-0.03175
-3.27,3.0,5.0,0.8,-10.0,-0.606667,0.25,-0.015875
-3.27,3.0,5.0,0.8,0.0,0.0,-0.0,0.0
-3.27,3.0,5.0,0.8,10.0,0.606667,-0.25,0.015875
-3.27,3.0,5.0,0.8,20.0,1.213333,-0.5,0.03175
-3.27,3.0,10.0,0.3,-20.0,-0.763151,0.314485,-0.01997
-3.27,3.0,10.0,0.3,-10.0,-0.381576,0.157243,-0.009985
-3.27,3.0,10.0,0.3,0.0,0.0,-0.0,0.0
-3.27,3.0,10.0,0.3,10.0,0.381576,-0.157243,0.009985
-3.27,3.0,10.0,0.3,20.0,0.763151,-0.314485,0.01997
-3.27,3.0,10.0,0.5,-20.0,-0.840622,0.34641,-0.021997
-3.27,3.0,10.0,0.5,-10.0,-0.420311,0.173205,-0.010999
-3.27,3.0,10.0,0.5,0.0,0.0,-0.0,0.0
-3.27,3.0,10.0,0.5,10.0,0.420311,-0.173205,0.010999
-3.27,3.0,10.0,0.5,20.0,0.840622,-0.34641,0.021997
-3.27,3.0,10.0,0.65,-20.0,-0.957978,0.394771,-0.025068
-3.27,3.0,10.0,0.65,-10.0,-0.478989,0.197386,-0.012534
-3.27,3.0,10.0,0.65,0.0,0.0,-0.0,0.0
-3.27,3.0,10.0,0.65,10.0,0.478989,-0.197386,0.012534
-3.27,3.0,10.0,0.65,20.0,0.957978,-0.394771,0.025068
-3.27,3.0,10.0,0.72,-20.0,-1.049031,0.432293,-0.027451
-3.27,3.0,10.0,0.72,-10.0,-0.524515,0.216146,-0.013726
-3.27,3.0,10.0,0.72,0.0,0.0,-0.0,0.0
-3.27,3.0,10.0,0.72,10.0,0.524515,-0.216146,0.013726
-3.27,3.0,10.0,0.72,20.0,1.049031,-0.432293,0.027451
-3.27,3.0,10.0,0.8,-20.0,-1.213333,0.5,-0.03175
-3.27,3.0,10.0,0.8,-10.0,-0.606667,0.25,-0.015875
-3.27,3.0,10.0,0.8,0.0,0.0,-0.0,0.0
-3.27,3.0,10.0,0.8,10.0,0.606667,-0.25,0.015875
-3.27,3.0,10.0,0.8,20.0,1.213333,-0.5,0.03175
-3.27,6.0,-10.0,0.3,-20.0,-0.763151,0.314485,-0.039886
-3.27,6.0,-10.0,0.3,-10.0,-0.381576,0.157243,-0.019943
-3.27,6.0,-10.0,0.3,0.0,0.0,-0.0,0.0
-3.27,6.0,-10.0,0.3,10.0,0.381576,-0.157243,0.019943
-3.27,6.0,-10.0,0.3,20.0,0.763151,-0.314485,0.039886
-3.27,6.0,-10.0,0.5,-20.0,-0.840622,0.34641,-0.043934
-3.27,6.0,-10.0,0.5,-10.0,-0.420311,0.173205,-0.021967
-3.27,6.0,-10.0,0.5,0.0,0.0,-0.0,0.0
-3.27,6.0,-10.0,0.5,10.0,0.420311,-0.173205,0.021967
-3.27,6.0,-10.0,0.5,20.0,0.840622,-0.34641,0.043934
-3.27,6.0,-10.0,0.65,-20.0,-0.957978,0.394771,-0.050068
-3.27,6.0,-10.0,0.65,-10.0,-0.478989,0.197386,-0.025034
-3.27,6.0,-10.0,0.65,0.0,0.0,-0.0,0.0
-3.27,6.0,-10.0,0.65,10.0,0.478989,-0.197386,0.025034
-3.27,6.0,-10.0,0.65,20.0,0.957978,-0.394771,0.050068
-3.27,6.0,-10.0,0.72,-20.0,-1.049031,0.432293,-0.054827
-3.27,6.0,-10.0,0.72,-10.0,-0.524515,0.216146,-0.027413
-3.27,6.0,-10.0,0.72,0.0,0.0,-0.0,0.0
-3.27,6.0,-10.0,0.72,10.0,0.524515,-0.216146,0.027413
-3.27,6.0,-10.0,0.72,20.0,1.049031,-0.432293,0.054827
-3.27,6.0,-10.0,0.8,-20.0,-1.213333,0.5,-0.063414
-3.27,6.0,-10.0,0.8,-10.0,-0.606667,0.25,-0.031707
-3.27,6.0,-10.0,0.8,0.0,0.0,-0.0,0.0
-3.27,6.0,-10.0,0.8,10.0,0.606667,-0.25,0.031707
-3.27,6.0,-10.0,0.8,20.0,1.213333,-0.5,0.063414
-3.27,6.0,-5.0,0.3,-20.0,-0.763151,0.314485,-0.039886
-3.27,6.0,-5.0,0.3,-10.0,-0.381576,0.157243,-0.019943
-3.27,6.0,-5.0,0.3,0.0,0.0,-0.0,0.0
-3.27,6.0,-5.0,0.3,10.0,0.381576,-0.157243,0.019943
-3.27,6.0,-5.0,0.3,20.0,0.763151,-0.314485,0.039886
-3.27,6.0,-5.0,0.5,-20.0,-0.840622,0.34641,-0.043934
-3.27,6.0,-5.0,0.5,-10.0,-0.420311,0.173205,-0.021967
-3.27,6.0,-5.0,0.5,0.0,0.0,-0.0,0.0
-3.27,6.0,-5.0,0.5,10.0,0.420311,-0.173205,0.021967
-3.27,6.0,-5.0,0.5,20.0,0.840622,-0.34641,0.043934
-3.27,6.0,-5.0,0.65,-20.0,-0.957978,0.394771,-0.050068
-3.27,6.0,-5.0,0.65,-10.0,-0.478989,0.197386,-0.025034
-3.27,6.0,-5.0,0.65,0.0,0.0,-0.0,0.0
-3.27,6.0,-5.0,0.65,10.0,0.478989,-0.197386,0.025034
-3.27,6.0,-5.0,0.65,20.0,0.957978,-0.394771,0.050068
-3.27,6.0,-5.0,0.72,-20.0,-1.049031,0.432293,-0.054827
-3.27,6.0,-5.0,0.72,-10.0,-0.524515,0.216146,-0.027413
-3.27,6.0,-5.0,0.72,0.0,0.0,-0.0,0.0
-3.27,6.0,-5.0,0.72,10.0,0.524515,-0.216146,0.027413
-3.27,6.0,-5.0,0.72,20.0,1.049031,-0.432293,0.054827
-3.27,6.0,-5.0,0.8,-20.0,-1.213333,0.5,-0.063414
-3.27,6.0,-5.0,0.8,-10.0,-0.606667,0.25,-0.031707
-3.27,6.0,-5.0,0.8,0.0,0.0,-0.0,0.0
-3.27,6.0,-5.0,0.8,10.0,0.606667,-0.25,0.031707
-3.27,6.0,-5.0,0.8,20.0,1.213333,-0.5,0.063414
-3.27,6.0,0.0,0.3,-20.0,-0.763151,0.314485,-0.039886
-3.27,6.0,0.0,0.3,-10.0,-0.381576,0.157243,-0.019943
-3.27,6.0,0.0,0.3,0.0,0.0,-0.0,0.0
-3.27,6.0,0.0,0.3,10.0,0.381576,-0.157243,0.019943
-3.27,6.0,0.0,0.3,20.0,0.763151,-0.314485,0.039886
-3.27,6.0,0.0,0.5,-20.0,-0.840622,0.34641,-0.043934
-3.27,6.0,0.0,0.5,-10.0,-0.420311,0.173205,-0.021967
-3.27,6.0,0.0,0.5,0.0,0.0,-0.0,0.0
-3.27,6.0,0.0,0.5,10.0,0.420311,-0.173205,0.021967
-3.27,6.0,0.0,0.5,20.0,0.840622,-0.34641,0.043934
-3.27,6.0,0.0,0.65,-20.0,-0.957978,0.394771,-0.050068
-3.27,6.0,0.0,0.65,-10.0,-0.478989,0.197386,-0.025034
-3.27,6.0,0.0,0.65,0.0,0.0,-0.0,0.0
-3.27,6.0,0.0,0.65,10.0,0.478989,-0.197386,0.025034
-3.27,6.0,0.0,0.65,20.0,0.957978,-0.394771,0.050068
-3.27,6.0,0.0,0.72,-20.0,-1.049031,0.432293,-0.054827
-3.27,6.0,0.0,0.72,-10.0,-0.524515,0.216146,-0.027413
-3.27,6.0,0.0,0.72,0.0,0.0,-0.0,0.0
-3.27,6.0,0.0,0.72,10.0,0.524515,-0.216146,0.027413
-3.27,6.0,0.0,0.72,20.0,1.049031,-0.432293,0.054827
-3.27,6.0,0.0,0.8,-20.0,-1.213333,0.5,-0.063414
-3.27,6.0,0.0,0.8,-10.0,-0.606667,0.25,-0.031707
-3.27,6.0,0.0,0.8,0.0,0.0,-0.0,0.0
-3.27,6.0,0.0,0.8,10.0,0.606667,-0.25,0.031707
-3.27,6.0,0.0,0.8,20.0,1.213333,-0.5,0.063414
-3.27,6.0,5.0,0.3,-20.0,-0.763151,0.314485,-0.039886
-3.27,6.0,5.0,0.3,-10.0,-0.381576,0.157243,-0.019943
-3.27,6.0,5.0,0.3,0.0,0.0,-0.0,0.0
-3.27,6.0,5.0,0.3,10.0,0.381576,-0.157243,0.019943
-3.27,6.0,5.0,0.3,20.0,0.763151,-0.314485,0.039886
-3.27,6.0,5.0,0.5,-20.0,-0.840622,0.34641,-0.043934
-3.27,6.0,5.0,0.5,-10.0,-0.420311,0.173205,-0.021967
-3.27,6.0,5.0,0.5,0.0,0.0,-0.0,0.0
-3.27,6.0,5.0,0.5,10.0,0.420311,-0.173205,0.021967
-3.27,6.0,5.0,0.5,20.0,0.840622,-0.34641,0.043934
-3.27,6.0,5.0,0.65,-20.0,-0.957978,0.394771,-0.050068
-3.27,6.0,5.0,0.65,-10.0,-0.478989,0.197386,-0.025034
-3.27,6.0,5.0,0.65,0.0,0.0,-0.0,0.0
-3.27,6.0,5.0,0.65,10.0,0.478989,-0.197386,0.025034
-3.27,6.0,5.0,0.65,20.0,0.957978,-0.394771,0.050068
-3.27,6.0,5.0,0.72,-20.0,-1.049031,0.432293,-0.054827
-3.27,6.0,5.0,0.72,-10.0,-0.524515,0.216146,-0.027413
-3.27,6.0,5.0,0.72,0.0,0.0,-0.0,0.0
-3.27,6.0,5.0,0.72,10.0,0.524515,-0.216146,0.027413
-3.27,6.0,5.0,0.72,20.0,1.049031,-0.432293,0.054827
-3.27,6.0,5.0,0.8,-20.0,-1.213333,0.5,-0.063414
-3.27,6.0,5.0,0.8,-10.0,-0.606667,0.25,-0.031707
-3.27,6.0,5.0,0.8,0.0,0.0,-0.0,0.0
-3.27,6.0,5.0,0.8,10.0,0.606667,-0.25,0.031707
-3.27,6.0,5.0,0.8,20.0,1.213333,-0.5,0.063414
-3.27,6.0,10.0,0.3,-20.0,-0.763151,0.314485,-0.039886
-3.27,6.0,10.0,0.3,-10.0,-0.381576,0.157243,-0.019943
-3.27,6.0,10.0,0.3,0.0,0.0,-0.0,0.0
-3.27,6.0,10.0,0.3,10.0,0.381576,-0.157243,0.019943
-3.27,6.0,10.0,0.3,20.0,0.763151,-0.314485,0.039886
-3.27,6.0,10.0,0.5,-20.0,-0.840622,0.34641,-0.043934
-3.27,6.0,10.0,0.5,-10.0,-0.420311,0.173205,-0.021967
-3.27,6.0,10.0,0.5,0.0,0.0,-0.0,0.0
-3.27,6.0,10.0,0.5,10.0,0.420311,-0.173205,0.021967
-3.27,6.0,10.0,0.5,20.0,0.840622,-0.34641,0.043934
-3.27,6.0,10.0,0.65,-20.0,-0.957978,0.394771,-0.050068
-3.27,6.0,10.0,0.65,-10.0,-0.478989,0.197386,-0.025034
-3.27,6.0,10.0,0.65,0.0,0.0,-0.0,0.0
-3.27,6.0,10.0,0.65,10.0,0.478989,-0.197386,0.025034
-3.27,6.0,10.0,0.65,20.0,0.957978,-0.394771,0.050068
-3.27,6.0,10.0,0.72,-20.0,-1.049031,0.432293,-0.054827
-3.27,6.0,10.0,0.72,-10.0,-0.524515,0.216146,-0.027413
-3.27,6.0,10.0,0.72,0.0,0.0,-0.0,0.0
-3.27,6.0,10.0,0.72,10.0,0.524515,-0.216146,0.027413
-3.27,6.0,10.0,0.72,20.0,1.049031,-0.432293,0.054827
-3.27,6.0,10.0,0.8,-20.0,-1.213333,0.5,-0.063414
-3.27,6.0,10.0,0.8,-10.0,-0.606667,0.25,-0.031707
-3.27,6.0,10.0,0.8,0.0,0.0,-0.0,0.0
-3.27,6.0,10.0,0.8,10.0,0.606667,-0.25,0.031707
-3.27,6.0,10.0,0.8,20.0,1.213333,-0.5,0.063414
-3.27,9.0,-10.0,0.3,-20.0,-0.763151,0.314485,-0.059692
-3.27,9.0,-10.0,0.3,-10.0,-0.381576,0.157243,-0.029846
-3.27,9.0,-10.0,0.3,0.0,0.0,-0.0,0.0
-3.27,9.0,-10.0,0.3,10.0,0.381576,-0.157243,0.029846
-3.27,9.0,-10.0,0.3,20.0,0.763151,-0.314485,0.059692
-3.27,9.0,-10.0,0.5,-20.0,-0.840622,0.34641,-0.065751
-3.27,9.0,-10.0,0.5,-10.0,-0.420311,0.173205,-0.032876
-3.27,9.0,-10.0,0.5,0.0,0.0,-0.0,0.0
-3.27,9.0,-10.0,0.5,10.0,0.420311,-0.173205,0.032876
-3.27,9.0,-10.0,0.5,20.0,0.840622,-0.34641,0.065751
-3.27,9.0,-10.0,0.65,-20.0,-0.957978,0.394771,-0.07493
-3.27,9.0,-10.0,0.65,-10.0,-0.478989,0.197386,-0.037465
-3.27,9.0,-10.0,0.65,0.0,0.0,-0.0,0.0
-3.27,9.0,-10.0,0.65,10.0,0.478989,-0.197386,0.037465
-3.27,9.0,-10.0,0.65,20.0,0.957978,-0.394771,0.07493
-3.27,9.0,-10.0,0.72,-20.0,-1.049031,0.432293,-0.082052
-3.27,9.0,-10.0,0.72,-10.0,-0.524515,0.216146,-0.041026
-3.27,9.0,-10.0,0.72,0.0,0.0,-0.0,0.0
-3.27,9.0,-10.0,0.72,10.0,0.524515,-0.216146,0.041026
-3.27,9.0,-10.0,0.72,20.0,1.049031,-0.432293,0.082052
-3.27,9.0,-10.0,0.8,-20.0,-1.213333,0.5,-0.094904
-3.27,9.0,-10.0,0.8,-10.0,-0.606667,0.25,-0.047452
-3.27,9.0,-10.0,0.8,0.0,0.0,-0.0,0.0
-3.27,9.0,-10.0,0.8,10.0,0.606667,-0.25,0.047452
-3.27,9.0,-10.0,0.8,20.0,1.213333,-0.5,0.094904
-3.27,9.0,-5.0,0.3,-20.0,-0.763151,0.314485,-0.059692
-3.27,9.0,-5.0,0.3,-10.0,-0.381576,0.157243,-0.029846
-3.27,9.0,-5.0,0.3,0.0,0.0,-0.0,0.0
-3.27,9.0,-5.0,0.3,10.0,0.381576,-0.157243,0.029846
-3.27,9.0,-5.0,0.3,20.0,0.763151,-0.314485,0.059692
-3.27,9.0,-5.0,0.5,-20.0,-0.840622,0.34641,-0.065751
-3.27,9.0,-5.0,0.5,-10.0,-0.420311,0.173205,-0.032876
-3.27,9.0,-5.0,0.5,0.0,0.0,-0.0,0.0
-3.27,9.0,-5.0,0.5,10.0,0.420311,-0.173205,0.032876
-3.27,9.0,-5.0,0.5,20.0,0.840622,-0.34641,0.065751
-3.27,9.0,-5.0,0.65,-20.0,-0.957978,0.394771,-0.07493
-3.27,9.0,-5.0,0.65,-10.0,-0.478989,0.197386,-0.037465
-3.27,9.0,-5.0,0.65,0.0,0.0,-0.0,0.0
-3.27,9.0,-5.0,0.65,10.0,0.478989,-0.197386,0.037465
-3.27,9.0,-5.0,0.65,20.0,0.957978,-0.394771,0.07493
-3.27,9.0,-5.0,0.72,-20.0,-1.049031,0.432293,-0.082052
-3.27,9.0,-5.0,0.72,-10.0,-0.524515,0.216146,-0.041026
-3.27,9.0,-5.0,0.72,0.0,0.0,-0.0,0.0
-3.27,9.0,-5.0,0.72,10.0,0.524515,-0.216146,0.041026
-3.27,9.0,-5.0,0.72,20.0,1.049031,-0.432293,0.082052
-3.27,9.0,-5.0,0.8,-20.0,-1.213333,0.5,-0.094904
-3.27,9.0,-5.0,0.8,-10.0,-0.606667,0.25,-0.047452
-3.27,9.0,-5.0,0.8,0.0,0.0,-0.0,0.0
-3.27,9.0,-5.0,0.8,10.0,0.606667,-0.25,0.047452
-3.27,9.0,-5.0,0.8,20.0,1.213333,-0.5,0.094904
-3.27,9.0,0.0,0.3,-20.0,-0.763151,0.314485,-0.059692
-3.27,9.0,0.0,0.3,-10.0,-0.381576,0.157243,-0.029846
-3.27,9.0,0.0,0.3,0.0,0.0,-0.0,0.0
-3.27,9.0,0.0,0.3,10.0,0.381576,-0.157243,0.029846
-3.27,9.0,0.0,0.3,20.0,0.763151,-0.314485,0.059692
-3.27,9.0,0.0,0.5,-20.0,-0.840622,0.34641,-0.065751
-3.27,9.0,0.0,0.5,-10.0,-0.420311,0.173205,-0.032876
-3.27,9.0,0.0,0.5,0.0,0.0,-0.0,0.0
-3.27,9.0,0.0,0.5,10.0,0.420311,-0.173205,0.032876
-3.27,9.0,0.0,0.5,20.0,0.840622,-0.34641,0.065751
-3.27,9.0,0.0,0.65,-20.0,-0.957978,0.394771,-0.07493
-3.27,9.0,0.0,0.65,-10.0,-0.478989,0.197386,-0.037465
-3.27,9.0,0.0,0.65,0.0,0.0,-0.0,0.0
-3.27,9.0,0.0,0.65,10.0,0.478989,-0.197386,0.037465
-3.27,9.0,0.0,0.65,20.0,0.957978,-0.394771,0.07493
-3.27,9.0,0.0,0.72,-20.0,-1.049031,0.432293,-0.082052
-3.27,9.0,0.0,0.72,-10.0,-0.524515,0.216146,-0.041026
-3.27,9.0,0.0,0.72,0.0,0.0,-0.0,0.0
-3.27,9.0,0.0,0.72,10.0,0.524515,-0.216146,0.041026
-3.27,9.0,0.0,0.72,20.0,1.049031,-0.432293,0.082052
-3.27,9.0,0.0,0.8,-20.0,-1.213333,0.5,-0.094904
-3.27,9.0,0.0,0.8,-10.0,-0.606667,0.25,-0.047452
-3.27,9.0,0.0,0.8,0.0,0.0,-0.0,0.0
-3.27,9.0,0.0,0.8,10.0,0.606667,-0.25,0.047452
-3.27,9.0,0.0,0.8,20.0,1.213333,-0.5,0.094904
-3.27,9.0,5.0,0.3,-20.0,-0.763151,0.314485,-0.059692
-3.27,9.0,5.0,0.3,-10.0,-0.381576,0.157243,-0.029846
-3.27,9.0,5.0,0.3,0.0,0.0,-0.0,0.0
-3.27,9.0,5.0,0.3,10.0,0.381576,-0.157243,0.029846
-3.27,9.0,5.0,0.3,20.0,0.763151,-0.314485,0.059692
-3.27,9.0,5.0,0.5,-20.0,-0.840622,0.34641,-0.065751
-3.27,9.0,5.0,0.5,-10.0,-0.420311,0.173205,-0.032876
-3.27,9.0,5.0,0.5,0.0,0.0,-0.0,0.0
-3.27,9.0,5.0,0.5,10.0,0.420311,-0.173205,0.032876
-3.27,9.0,5.0,0.5,20.0,0.840622,-0.34641,0.065751
-3.27,9.0,5.0,0.65,-20.0,-0.957978,0.394771,-0.07493
-3.27,9.0,5.0,0.65,-10.0,-0.478989,0.197386,-0.037465
-3.27,9.0,5.0,0.65,0.0,0.0,-0.0,0.0
-3.27,9.0,5.0,0.65,10.0,0.478989,-0.197386,0.037465
-3.27,9.0,5.0,0.65,20.0,0.957978,-0.394771,0.07493
-3.27,9.0,5.0,0.72,-20.0,-1.049031,0.432293,-0.082052
-3.27,9.0,5.0,0.72,-10.0,-0.524515,0.216146,-0.041026
-3.27,9.0,5.0,0.72,0.0,0.0,-0.0,0.0
-3.27,9.0,5.0,0.72,10.0,0.524515,-0.216146,0.041026
-3.27,9.0,5.0,0.72,20.0,1.049031,-0.432293,0.082052
-3.27,9.0,5.0,0.8,-20.0,-1.213333,0.5,-0.094904
-3.27,9.0,5.0,0.8,-10.0,-0.606667,0.25,-0.047452
-3.27,9.0,5.0,0.8,0.0,0.0,-0.0,0.0
-3.27,9.0,5.0,0.8,10.0,0.606667,-0.25,0.047452
-3.27,9.0,5.0,0.8,20.0,1.213333,-0.5,0.094904
-3.27,9.0,10.0,0.3,-20.0,-0.763151,0.314485,-0.059692
-3.27,9.0,10.0,0.3,-10.0,-0.381576,0.157243,-0.029846
-3.27,9.0,10.0,0.3,0.0,0.0,-0.0,0.0
-3.27,9.0,10.0,0.3,10.0,0.381576,-0.157243,0.029846
-3.27,9.0,10.0,0.3,20.0,0.763151,-0.314485,0.059692
-3.27,9.0,10.0,0.5,-20.0,-0.840622,0.34641,-0.065751
-3.27,9.0,10.0,0.5,-10.0,-0.420311,0.173205,-0.032876
-3.27,9.0,10.0,0.5,0.0,0.0,-0.0,0.0
-3.27,9.0,10.0,0.5,10.0,0.420311,-0.173205,0.032876
-3.27,9.0,10.0,0.5,20.0,0.840622,-0.34641,0.065751
-3.27,9.0,10.0,0.65,-20.0,-0.957978,0.394771,-0.07493
-3.27,9.0,10.0,0.65,-10.0,-0.478989,0.197386,-0.037465
-3.27,9.0,10.0,0.65,0.0,0.0,-0.0,0.0
-3.27,9.0,10.0,0.65,10.0,0.478989,-0.197386,0.037465
-3.27,9.0,10.0,0.65,20.0,0.957978,-0.394771,0.07493
-3.27,9.0,10.0,0.72,-20.0,-1.049031,0.432293,-0.082052
-3.27,9.0,10.0,0.72,-10.0,-0.524515,0.216146,-0.041026
-3.27,9.0,10.0,0.72,0.0,0.0,-0.0,0.0
-3.27,9.0,10.0,0.72,10.0,0.524515,-0.216146,0.041026
-3.27,9.0,10.0,0.72,20.0,1.049031,-0.432293,0.082052
-3.27,9.0,10.0,0.8,-20.0,-1.213333,0.5,-0.094904
-3.27,9.0,10.0,0.8,-10.0,-0.606667,0.25,-0.047452
-3.27,9.0,10.0,0.8,0.0,0.0,-0.0,0.0
-3.27,9.0,10.0,0.8,10.0,0.606667,-0.25,0.047452
-3.27,9.0,10.0,0.8,20.0,1.213333,-0.5,0.094904
-3.27,12.0,-10.0,0.3,-20.0,-0.763151,0.314485,-0.079334
-3.27,12.0,-10.0,0.3,-10.0,-0.381576,0.157243,-0.039667
-3.27,12.0,-10.0,0.3,0.0,0.0,-0.0,0.0
-3.27,12.0,-10.0,0.3,10.0,0.381576,-0.157243,0.039667
-3.27,12.0,-10.0,0.3,20.0,0.763151,-0.314485,0.079334
-3.27,12.0,-10.0,0.5,-20.0,-0.840622,0.34641,-0.087388
-3.27,12.0,-10.0,0.5,-10.0,-0.420311,0.173205,-0.043694
-3.27,12.0,-10.0,0.5,0.0,0.0,-0.0,0.0
-3.27,12.0,-10.0,0.5,10.0,0.420311,-0.173205,0.043694
-3.27,12.0,-10.0,0.5,20.0,0.840622,-0.34641,0.087388
-3.27,12.0,-10.0,0.65,-20.0,-0.957978,0.394771,-0.099587
-3.27,12.0,-10.0,0.65,-10.0,-0.478989,0.197386,-0.049794
-3.27,12.0,-10.0,0.65,0.0,0.0,-0.0,0.0
-3.27,12.0,-10.0,0.65,10.0,0.478989,-0.197386,0.049794
-3.27,12.0,-10.0,0.65,20.0,0.957978,-0.394771,0.099587
-3.27,12.0,-10.0,0.72,-20.0,-1.049031,0.432293,-0.109053
-3.27,12.0,-10.0,0.72,-10.0,-0.524515,0.216146,-0.054526
-3.27,12.0,-10.0,0.72,0.0,0.0,-0.0,0.0
-3.27,12.0,-10.0,0.72,10.0,0.524515,-0.216146,0.054526
-3.27,12.0,-10.0,0.72,20.0,1.049031,-0.432293,0.109053
-3.27,12.0,-10.0,0.8,-20.0,-1.213333,0.5,-0.126133
-3.27,12.0,-10.0,0.8,-10.0,-0.606667,0.25,-0.063067
-3.27,12.0,-10.0,0.8,0.0,0.0,-0.0,0.0
-3.27,12.0,-10.0,0.8,10.0,0.606667,-0.25,0.063067
-3.27,12.0,-10.0,0.8,20.0,1.213333,-0.5,0.126133
-3.27,12.0,-5.0,0.3,-20.0,-0.763151,0.314485,-0.079334
-3.27,12.0,-5.0,0.3,-10.0,-0.381576,0.157243,-0.039667
-3.27,12.0,-5.0,0.3,0.0,0.0,-0.0,0.0
-3.27,12.0,-5.0,0.3,10.0,0.381576,-0.157243,0.039667
-3.27,12.0,-5.0,0.3,20.0,0.763151,-0.314485,0.079334
-3.27,12.0,-5.0,0.5,-20.0,-0.840622,0.34641,-0.087388
-3.27,12.0,-5.0,0.5,-10.0,-0.420311,0.173205,-0.043694
-3.27,12.0,-5.0,0.5,0.0,0.0,-0.0,0.0
-3.27,12.0,-5.0,0.5,10.0,0.420311,-0.173205,0.043694
-3.27,12.0,-5.0,0.5,20.0,0.840622,-0.34641,0.087388
-3.27,12.0,-5.0,0.65,-20.0,-0.957978,0.394771,-0.099587
-3.27,12.0,-5.0,0.65,-10.0,-0.478989,0.197386,-0.049794
-3.27,12.0,-5.0,0.65,0.0,0.0,-0.0,0.0
-3.27,12.0,-5.0,0.65,10.0,0.478989,-0.197386,0.049794
-3.27,12.0,-5.0,0.65,20.0,0.957978,-0.394771,0.099587
-3.27,12.0,-5.0,0.72,-20.0,-1.049031,0.432293,-0.109053
-3.27,12.0,-5.0,0.72,-10.0,-0.524515,0.216146,-0.054526
-3.27,12.0,-5.0,0.72,0.0,0.0,-0.0,0.0
-3.27,12.0,-5.0,0.72,10.0,0.524515,-0.216146,0.054526
-3.27,12.0,-5.0,0.72,20.0,1.049031,-0.432293,0.109053
-3.27,12.0,-5.0,0.8,-20.0,-1.213333,0.5,-0.126133
-3.27,12.0,-5.0,0.8,-10.0,-0.606667,0.25,-0.063067
-3.27,12.0,-5.0,0.8,0.0,0.0,-0.0,0.0
-3.27,12.0,-5.0,0.8,10.0,0.606667,-0.25,0.063067
-3.27,12.0,-5.0,0.8,20.0,1.213333,-0.5,0.126133
-3.27,12.0,0.0,0.3,-20.0,-0.763151,0.314485,-0.079334
-3.27,12.0,0.0,0.3,-10.0,-0.381576,0.157243,-0.039667
-3.27,12.0,0.0,0.3,0.0,0.0,-0.0,0.0
-3.27,12.0,0.0,0.3,10.0,0.381576,-0.157243,0.039667
-3.27,12.0,0.0,0.3,20.0,0.763151,-0.314485,0.079334
-3.27,12.0,0.0,0.5,-20.0,-0.840622,0.34641,-0.087388
-3.27,12.0,0.0,0.5,-10.0,-0.420311,0.173205,-0.043694
-3.27,12.0,0.0,0.5,0.0,0.0,-0.0,0.0
-3.27,12.0,0.0,0.5,10.0,0.420311,-0.173205,0.043694
-3.27,12.0,0.0,0.5,20.0,0.840622,-0.34641,0.087388
-3.27,12.0,0.0,0.65,-20.0,-0.957978,0.394771,-0.099587
-3.27,12.0,0.0,0.65,-10.0,-0.478989,0.197386,-0.049794
-3.27,12.0,0.0,0.65,0.0,0.0,-0.0,0.0
-3.27,12.0,0.0,0.65,10.0,0.478989,-0.197386,0.049794
-3.27,12.0,0.0,0.65,20.0,0.957978,-0.394771,0.099587
-3.27,12.0,0.0,0.72,-20.0,-1.049031,0.432293,-0.109053
-3.27,12.0,0.0,0.72,-10.0,-0.524515,0.216146,-0.054526
-3.27,12.0,0.0,0.72,0.0,0.0,-0.0,0.0
-3.27,12.0,0.0,0.72,10.0,0.524515,-0.216146,0.054526
-3.27,12.0,0.0,0.72,20.0,1.049031,-0.432293,0.109053
-3.27,12.0,0.0,0.8,-20.0,-1.213333,0.5,-0.126133
-3.27,12.0,0.0,0.8,-10.0,-0.606667,0.25,-0.063067
-3.27,12.0,0.0,0.8,0.0,0.0,-0.0,0.0
-3.27,12.0,0.0,0.8,10.0,0.606667,-0.25,0.063067
-3.27,12.0,0.0,0.8,20.0,1.213333,-0.5,0.126133
-3.27,12.0,5.0,0.3,-20.0,-0.763151,0.314485,-0.079334
-3.27,12.0,5.0,0.3,-10.0,-0.381576,0.157243,-0.039667
-3.27,12.0,5.0,0.3,0.0,0.0,-0.0,0.0
-3.27,12.0,5.0,0.3,10.0,0.381576,-0.157243,0.039667
-3.27,12.0,5.0,0.3,20.0,0.763151,-0.314485,0.079334
-3.27,12.0,5.0,0.5,-20.0,-0.840622,0.34641,-0.087388
-3.27,12.0,5.0,0.5,-10.0,-0.420311,0.173205,-0.043694
-3.27,12.0,5.0,0.5,0.0,0.0,-0.0,0.0
-3.27,12.0,5.0,0.5,10.0,0.420311,-0.173205,0.043694
-3.27,12.0,5.0,0.5,20.0,0.840622,-0.34641,0.087388
-3.27,12.0,5.0,0.65,-20.0,-0.957978,0.394771,-0.099587
-3.27,12.0,5.0,0.65,-10.0,-0.478989,0.197386,-0.049794
-3.27,12.0,5.0,0.65,0.0,0.0,-0.0,0.0
